uid,nickname,action,date,title
536800924,ratmiraydemirov,переход в ,2022-11-21 22:45:3,На главную
5328793807,asap_delivery,переход в,2022-11-21 22:47:9,На главную
5328793807,asap_delivery,переход в,2022-11-21 22:47:11,Все заявки
1785621230,cuminhole,переход в,2022-11-21 22:50:53,На главную
1785621230,cuminhole,переход в,2022-11-21 22:50:55,Поиск
1785621230,cuminhole,переход в Поиск по дате и маршруту,2022-11-21 22:50:56,
536800924,ratmiraydemirov,переход в,2022-11-21 22:50:57,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-21 22:51:0,
536800924,ratmiraydemirov,выбор города доставки Анталия,2022-11-21 22:51:3,
536800924,ratmiraydemirov,указал дату,2022-11-21 22:51:5,20221127
1785621230,cuminhole,поиск по городу отправки Екатеринбург,2022-11-21 22:51:7,
536800924,ratmiraydemirov,ввел описание,2022-11-21 22:51:9,Э
1785621230,cuminhole,переход в,2022-11-21 22:51:10,АбуДаби
1785621230,cuminhole,поиск по городу доставки Абу-Даби,2022-11-21 22:51:10,
536800924,ratmiraydemirov,ввел контакт ,2022-11-21 22:51:12,Д
1785621230,cuminhole,поиск по дате,2022-11-21 22:51:13,20221125
536800924,ratmiraydemirov,нажал,2022-11-21 22:51:31,изменить заявку 1281
536800924,ratmiraydemirov,переход в,2022-11-21 22:51:42,Город оправки
536800924,ratmiraydemirov,перешел в,2022-11-21 22:51:46,На главную
536800924,ratmiraydemirov,переход в,2022-11-21 22:51:48,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Алания,2022-11-21 22:51:51,
536800924,ratmiraydemirov,выбор города доставки Астана,2022-11-21 22:51:53,
536800924,ratmiraydemirov,указал дату,2022-11-21 22:51:55,20221128
536800924,ratmiraydemirov,ввел описание,2022-11-21 22:51:59,Д
536800924,ratmiraydemirov,ввел контакт ,2022-11-21 22:52:1,Д
5328793807,asap_delivery,нажал,2022-11-21 22:52:21,изменить заявку 1273
5328793807,asap_delivery,перешел в,2022-11-21 22:52:23,Дату
536800924,ratmiraydemirov,нажал,2022-11-21 22:52:37,изменить заявку 1282
5328793807,asap_delivery,переход в,2022-11-21 22:52:57,Мои заявк
5328793807,asap_delivery,переход в,2022-11-21 22:53:0,Мои заявк
5328793807,asap_delivery,переход в,2022-11-21 22:53:8,На главную
5328793807,asap_delivery,переход в,2022-11-21 22:53:11,Все заявки
5328793807,asap_delivery,переход в ,2022-11-21 22:55:14,На главную
536800924,ratmiraydemirov,переход в,2022-11-21 22:55:36,На главную
536800924,ratmiraydemirov,переход в,2022-11-21 22:55:38,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Алания,2022-11-21 22:55:40,
536800924,ratmiraydemirov,выбор города доставки Алматы,2022-11-21 22:55:43,
536800924,ratmiraydemirov,указал дату,2022-11-21 22:55:45,20221127
536800924,ratmiraydemirov,переход в,2022-11-21 22:55:49,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Алания,2022-11-21 22:55:52,
536800924,ratmiraydemirov,выбор города доставки Астана,2022-11-21 22:55:54,
536800924,ratmiraydemirov,указал дату,2022-11-21 22:55:59,20221128
536800924,ratmiraydemirov,ввел описание,2022-11-21 22:56:2,Ж
536800924,ratmiraydemirov,ввел контакт ,2022-11-21 22:56:5,Ж
536800924,ratmiraydemirov,создал заявку Алания Астана 2022-11-28,2022-11-21 22:56:8,Ж Ж
541489265,acontrarrio,переход в,2022-11-21 22:56:28,На главную
541489265,acontrarrio,переход в,2022-11-21 23:17:38,Хочу отправить
541489265,acontrarrio,выбор города отправки Абу-Даби,2022-11-21 23:17:42,
541489265,acontrarrio,выбор города доставки Астана,2022-11-21 23:17:44,
541489265,acontrarrio,указал дату,2022-11-21 23:19:1,20221120
1352189805,Mayson_bang,пользователь зарегистрировался,2022-11-21 23:20:38,
1352189805,Mayson_bang,переход в,2022-11-21 23:20:46,Поиск
1352189805,Mayson_bang,переход в Грузия,2022-11-21 23:20:56,
1352189805,Mayson_bang,переход в,2022-11-21 23:21:5,
1352189805,Mayson_bang,переход в,2022-11-21 23:21:21,Поиск по дате и маршруту
1352189805,Mayson_bang,переход в Поиск по дате и городу отправления,2022-11-21 23:21:26,
1352189805,Mayson_bang,поиск по городу отправки Баку,2022-11-21 23:24:34,
1352189805,Mayson_bang,поиск по дате,2022-11-21 23:24:39,20221130
1352189805,Mayson_bang,переход в Поиск по дате и маршруту,2022-11-21 23:24:48,
1352189805,Mayson_bang,поиск по городу отправки Баку,2022-11-21 23:25:9,
1352189805,Mayson_bang,поиск по городу доставки Баку,2022-11-21 23:25:28,
1352189805,Mayson_bang,поиск по дате,2022-11-21 23:25:31,20221129
5311801455,V_katusha,переход в,2022-11-22 1:0:21,На главную
5311801455,V_katusha,переход в,2022-11-22 1:0:28,Поиск
5311801455,V_katusha,переход в На главную,2022-11-22 1:0:35,
5311801455,V_katusha,переход в,2022-11-22 1:0:37,Информация
5311801455,V_katusha,переход в ,2022-11-22 1:0:46,На главную
5311801455,V_katusha,переход в,2022-11-22 1:0:49,Стоимость
5311801455,V_katusha,переход в,2022-11-22 1:1:0,Могу доставить
536800924,ratmiraydemirov,переход в,2022-11-24 19:48:12,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 19:48:17,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 19:48:35,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-24 19:48:37,
536800924,ratmiraydemirov,указал дату,2022-11-24 19:48:40,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-24 19:48:45,Ж
536800924,ratmiraydemirov,ввел контакт ,2022-11-24 19:48:50,Д
536800924,ratmiraydemirov,создал заявку Абу-Даби Алания 2022-11-30,2022-11-24 19:49:0,Ж Д
536800924,ratmiraydemirov,переход в,2022-11-24 19:49:23,Хочу отправить
536800924,ratmiraydemirov,переход в,2022-11-24 19:50:17,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 19:50:19,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-24 19:50:22,
536800924,ratmiraydemirov,указал дату,2022-11-24 19:50:27,20221130
536800924,ratmiraydemirov,переход в,2022-11-24 19:52:48,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 19:52:50,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 19:52:52,
536800924,ratmiraydemirov,выбор города доставки Анталия,2022-11-24 19:52:55,
536800924,ratmiraydemirov,указал дату,2022-11-24 19:53:2,20221127
536800924,ratmiraydemirov,ввел описание,2022-11-24 19:53:6,Д
536800924,ratmiraydemirov,ввел контакт ,2022-11-24 19:53:9,Д
536800924,ratmiraydemirov,создал заявку Абу-Даби Анталия 2022-11-27,2022-11-24 19:53:20,Д Д
536800924,ratmiraydemirov,переход в,2022-11-24 19:53:38,О
536800924,ratmiraydemirov,переход в,2022-11-24 19:53:54,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 19:53:57,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-24 19:54:0,
536800924,ratmiraydemirov,переход в,2022-11-24 20:0:15,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 20:0:17,
536800924,ratmiraydemirov,выбор города доставки Алматы,2022-11-24 20:0:19,
536800924,ratmiraydemirov,указал дату,2022-11-24 20:0:24,20221128
536800924,ratmiraydemirov,переход в,2022-11-24 20:6:27,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 20:6:30,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-24 20:6:32,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-24 20:6:34,
536800924,ratmiraydemirov,указал дату,2022-11-24 20:8:52,20221126
536800924,ratmiraydemirov,переход в,2022-11-24 20:10:38,Мои заявки
536800924,ratmiraydemirov,переход в ,2022-11-24 21:17:10,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 21:17:17,Поиск
536800924,ratmiraydemirov,переход в,2022-11-24 21:31:17,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 21:31:19,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 21:31:26,
541489265,acontrarrio,переход в,2022-11-24 21:35:15,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 21:47:45,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 21:47:48,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 21:47:55,
536800924,ratmiraydemirov,переход в,2022-11-24 21:57:41,Поиск
536800924,ratmiraydemirov,переход в На главную,2022-11-24 21:58:48,
536800924,ratmiraydemirov,переход в,2022-11-24 21:58:58,Хочу отправить
536800924,ratmiraydemirov,переход в,2022-11-24 21:59:9,Поиск
536800924,ratmiraydemirov,переход в На главную,2022-11-24 21:59:12,
536800924,ratmiraydemirov,переход в,2022-11-24 22:3:53,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 22:3:56,
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 22:3:56,
536800924,ratmiraydemirov,переход в,2022-11-24 22:4:3,Могут доставить
536800924,ratmiraydemirov,переход в,2022-11-24 22:4:7,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 22:4:10,Поиск
536800924,ratmiraydemirov,переход в На главную,2022-11-24 22:16:55,
536800924,ratmiraydemirov,переход в,2022-11-24 22:18:3,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 22:18:5,
536800924,ratmiraydemirov,переход в,2022-11-24 22:20:20,На главную
536800924,ratmiraydemirov,переход в,2022-11-24 22:20:23,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-24 22:20:25,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-24 22:20:28,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-24 22:20:51,
541489265,acontrarrio,переход в,2022-11-24 23:39:5,Поиск
541489265,acontrarrio,переход в Хотят отправить,2022-11-24 23:39:16,
541489265,acontrarrio,переход в На главную,2022-11-24 23:39:19,
541489265,acontrarrio,переход в,2022-11-24 23:49:54,Поиск
541489265,acontrarrio,переход в Хотят отправить,2022-11-24 23:49:57,
541489265,acontrarrio,переход в На главную,2022-11-24 23:49:59,
541489265,acontrarrio,переход в,2022-11-24 23:51:11,Поиск
541489265,acontrarrio,переход в Хотят отправить,2022-11-24 23:51:14,
5328793807,asap_delivery,переход в,2022-11-25 10:9:59,Информация
5328793807,asap_delivery,переход в ,2022-11-25 10:10:2,На главную
5328793807,asap_delivery,переход в,2022-11-25 10:10:20,Хочу отправить
5328793807,asap_delivery,выбор города отправки Абу-Даби,2022-11-25 10:10:23,
5328793807,asap_delivery,выбор города доставки Алматы,2022-11-25 10:10:26,
5328793807,asap_delivery,указал дату,2022-11-25 10:10:29,20221125
5328793807,asap_delivery,ввел описание,2022-11-25 10:10:34,
5328793807,asap_delivery,ввел контакт ,2022-11-25 10:10:36,
5328793807,asap_delivery,создал заявку Абу-Даби Алматы 2022-11-25,2022-11-25 10:10:53, 
5328793807,asap_delivery,переход в,2022-11-25 10:14:6,Мои заявки
5328793807,asap_delivery,переход в ,2022-11-25 10:14:16,На главную
126057382,maaariaaaaaa,пользователь зарегистрировался,2022-11-26 3:28:8,
126057382,maaariaaaaaa,переход в,2022-11-26 3:28:11,Хочу отправить
536800924,ratmiraydemirov,переход в,2022-11-26 20:23:33,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 20:23:35,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 20:26:16,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-26 20:26:19,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-26 20:26:22,
536800924,ratmiraydemirov,переход в,2022-11-26 20:29:18,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 20:29:22,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-26 20:29:25,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-26 20:29:28,
536800924,ratmiraydemirov,указал дату,2022-11-26 20:29:31,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-26 20:29:36,Д
536800924,ratmiraydemirov,переход в,2022-11-26 20:40:6,Д
536800924,ratmiraydemirov,переход в,2022-11-26 20:40:15,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-26 20:40:18,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-26 20:40:20,
536800924,ratmiraydemirov,указал дату,2022-11-26 20:40:22,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-26 20:40:27,Д
536800924,ratmiraydemirov,ввел контакт ,2022-11-26 20:40:31,Х
536800924,ratmiraydemirov,создал заявку Абу-Даби Алания 2022-11-30,2022-11-26 20:40:42,Д Х
536800924,ratmiraydemirov,переход в,2022-11-26 20:40:59,Хочу отправить
536800924,ratmiraydemirov,переход в,2022-11-26 20:40:59,Могу доставить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-26 20:41:6,
536800924,ratmiraydemirov,выбор города доставки Алматы,2022-11-26 20:41:8,
536800924,ratmiraydemirov,указал дату,2022-11-26 20:41:9,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-26 20:41:14,Э
536800924,ratmiraydemirov,ввел контакт ,2022-11-26 20:41:18,Х
536800924,ratmiraydemirov,переход в,2022-11-26 20:41:38,Могу доставить
536800924,ratmiraydemirov,выбор города отправки Анталия,2022-11-26 20:41:42,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-26 20:41:44,
536800924,ratmiraydemirov,указал дату,2022-11-26 20:41:46,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-26 20:41:50,Ж
536800924,ratmiraydemirov,ввел контакт ,2022-11-26 20:41:52,Д
536800924,ratmiraydemirov,создал заявку Анталия Алания 2022-11-30,2022-11-26 20:42:11,Ж Д
536800924,ratmiraydemirov,переход в,2022-11-26 20:52:25,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-26 20:52:28,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-26 20:52:30,
536800924,ratmiraydemirov,указал дату,2022-11-26 20:52:33,20221129
536800924,ratmiraydemirov,ввел описание,2022-11-26 20:52:42,
536800924,ratmiraydemirov,ввел контакт ,2022-11-26 20:52:44,
536800924,ratmiraydemirov,нажал,2022-11-26 20:54:1,изменить заявку 1290
536800924,ratmiraydemirov,перешел в,2022-11-26 20:54:2,Дату
536800924,ratmiraydemirov,переход в,2022-11-26 20:54:8,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 20:54:10,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 20:54:12,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 20:54:16,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-26 20:54:21,
536800924,ratmiraydemirov,поиск по городу доставки Алания,2022-11-26 20:54:31,
536800924,ratmiraydemirov,поиск по дате,2022-11-26 20:54:38,20221129
536800924,ratmiraydemirov,переход в На главную,2022-11-26 20:55:50,
536800924,ratmiraydemirov,переход в,2022-11-26 20:55:54,Мои заявки
536800924,ratmiraydemirov,переход в ,2022-11-26 21:1:23,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:1:27,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:1:29,
536800924,ratmiraydemirov,переход в,2022-11-26 21:5:26,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:5:28,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:5:31,
536800924,ratmiraydemirov,переход в,2022-11-26 21:5:42,Хотят отправить
536800924,ratmiraydemirov,переход в,2022-11-26 21:5:52,Могут доставить
536800924,ratmiraydemirov,переход в,2022-11-26 21:8:39,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:8:43,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:8:45,
536800924,ratmiraydemirov,переход в На главную,2022-11-26 21:8:54,
536800924,ratmiraydemirov,переход в,2022-11-26 21:8:56,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:8:59,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 21:9:8,
536800924,ratmiraydemirov,переход в,2022-11-26 21:10:32,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:10:35,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:10:37,
536800924,ratmiraydemirov,переход в Поиск по дате и городу отправления,2022-11-26 21:10:41,
536800924,ratmiraydemirov,переход в,2022-11-26 21:13:24,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:13:26,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 21:13:29,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-26 21:15:24,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-26 21:15:32,
536800924,ratmiraydemirov,переход в,2022-11-26 21:21:35,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:21:39,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:21:48,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 21:23:14,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-26 21:24:48,
536800924,ratmiraydemirov,переход в,2022-11-26 21:29:4,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:29:10,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:29:13,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-26 21:29:15,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-26 21:29:17,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-26 21:29:20,
536800924,ratmiraydemirov,переход в,2022-11-26 21:29:34,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:31:14,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-26 21:31:18,
536800924,ratmiraydemirov,переход в Поиск по дате и городу отправления,2022-11-26 21:31:20,
536800924,ratmiraydemirov,поиск по городу отправки Анталия,2022-11-26 21:31:22,
536800924,ratmiraydemirov,поиск по дате,2022-11-26 21:31:24,20221128
536800924,ratmiraydemirov,переход в,2022-11-26 21:43:6,На главную
536800924,ratmiraydemirov,переход в,2022-11-26 21:43:18,Поиск
536800924,ratmiraydemirov,переход в,2022-11-26 21:43:22,Хотят отправить
536800924,ratmiraydemirov,переход в,2022-11-26 21:49:38,Хочу отправить
536800924,ratmiraydemirov,переход в,2022-11-27 12:12:11,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:12:17,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:12:20,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:12:23,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:12:28,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:12:30,
536800924,ratmiraydemirov,переход в,2022-11-27 12:13:5,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:15:31,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:15:33,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:15:34,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:15:36,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:15:40,
536800924,ratmiraydemirov,переход в,2022-11-27 12:15:53,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:17:3,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:17:5,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:17:7,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:17:9,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:17:13,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 12:19:31,20221129
536800924,ratmiraydemirov,переход в,2022-11-27 12:26:58,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:27:2,Хочу отправить
536800924,ratmiraydemirov,выбор города отправки Абу-Даби,2022-11-27 12:27:5,
536800924,ratmiraydemirov,выбор города доставки Алания,2022-11-27 12:27:8,
536800924,ratmiraydemirov,указал дату,2022-11-27 12:27:10,20221130
536800924,ratmiraydemirov,ввел описание,2022-11-27 12:27:19,Д
536800924,ratmiraydemirov,ввел контакт ,2022-11-27 12:27:22,Д
536800924,ratmiraydemirov,нажал,2022-11-27 12:27:30,изменить заявку 1291
536800924,ratmiraydemirov,перешел в,2022-11-27 12:27:37,
536800924,ratmiraydemirov,переход в,2022-11-27 12:27:52,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:27:54,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:27:55,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:28:0,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:28:3,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 12:28:6,20221130
536800924,ratmiraydemirov,переход в,2022-11-27 12:33:22,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:33:25,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:33:28,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:33:29,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:33:31,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:33:35,
536800924,ratmiraydemirov,переход в,2022-11-27 12:38:32,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:38:35,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:38:37,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:38:39,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:38:41,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:38:42,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 12:38:44,20221128
536800924,ratmiraydemirov,переход в,2022-11-27 12:41:26,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:41:29,Поиск
536800924,ratmiraydemirov,переход в,2022-11-27 12:42:37,Хотят отправить
536800924,ratmiraydemirov,переход в,2022-11-27 12:42:42,Хотят отправить
536800924,ratmiraydemirov,переход в,2022-11-27 12:42:47,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 12:42:49,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 12:42:51,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:42:53,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:42:56,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 12:42:58,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 12:43:1,20221130
536800924,ratmiraydemirov,переход в На главную,2022-11-27 12:45:4,
536800924,ratmiraydemirov,переход в,2022-11-27 12:45:8,Поиск
536800924,ratmiraydemirov,переход в Могут доставить,2022-11-27 12:45:11,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 12:45:18,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 12:45:20,
536800924,ratmiraydemirov,переход в,2022-11-27 13:17:52,На главную
536800924,ratmiraydemirov,переход в,2022-11-27 13:18:6,Поиск
536800924,ratmiraydemirov,переход в Могут доставить,2022-11-27 13:18:9,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 13:18:11,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 13:18:19,
536800924,ratmiraydemirov,поиск по городу доставки Абу-Даби,2022-11-27 13:18:21,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 13:18:24,20221128
536800924,ratmiraydemirov,переход в На главную,2022-11-27 13:18:37,
536800924,ratmiraydemirov,переход в,2022-11-27 13:18:40,Поиск
536800924,ratmiraydemirov,переход в Хотят отправить,2022-11-27 13:18:42,
536800924,ratmiraydemirov,переход в Поиск по дате и маршруту,2022-11-27 13:18:45,
536800924,ratmiraydemirov,поиск по городу отправки Абу-Даби,2022-11-27 13:18:49,
536800924,ratmiraydemirov,поиск по городу доставки Алматы,2022-11-27 13:18:52,
536800924,ratmiraydemirov,поиск по дате,2022-11-27 13:18:54,20221129
5328793807,asap_delivery,переход в,2022-11-27 22:23:39,Хочу отправить
5328793807,asap_delivery,выбор города отправки Абу-Даби,2022-11-27 22:23:43,
5328793807,asap_delivery,выбор города доставки Алания,2022-11-27 22:23:46,
5328793807,asap_delivery,указал дату,2022-11-27 22:23:48,20221128
5328793807,asap_delivery,ввел описание,2022-11-27 22:23:52,
5328793807,asap_delivery,ввел контакт ,2022-11-27 22:23:54,
5328793807,asap_delivery,создал заявку Абу-Даби Алания 2022-11-28,2022-11-27 22:24:14, 
5328793807,asap_delivery,переход в,2022-11-27 22:24:22,Мои заявки
5328793807,asap_delivery,удалил заявку,2022-11-27 22:24:29,1278
5328793807,asap_delivery,нажал,2022-11-27 22:24:39,изменить заявку 1292
5328793807,asap_delivery,перешел в,2022-11-27 22:24:44,
5328793807,asap_delivery,переход в,2022-11-28 5:20:50,Мои заявки
211772923,workandstuff,пользователь зарегистрировался,2022-11-28 11:43:35,
211772923,workandstuff,переход в,2022-11-28 11:43:40,Хочу отправить
211772923,workandstuff,переход в,2022-11-28 11:44:10,Поиск
211772923,workandstuff,переход в Израиль,2022-11-28 11:44:26,
211772923,workandstuff,переход в,2022-11-28 11:44:37,Хотят отправить
211772923,workandstuff,переход в,2022-11-28 11:44:48,Поиск
211772923,workandstuff,переход в Могут доставить,2022-11-28 11:44:51,
211772923,workandstuff,переход в Поиск по дате и городу отправления,2022-11-28 11:44:54,
1316765346,Lenana71,пользователь зарегистрировался,2022-11-28 21:27:25,
5311801455,V_katusha,переход в,2022-11-28 22:30:24,На главную
5311801455,V_katusha,переход в,2022-11-28 22:30:49,Могу доставить
5311801455,V_katusha,выбор города отправки Анталия,2022-11-28 22:30:56,
5311801455,V_katusha,выбор города доставки Москва,2022-11-28 22:31:10,
5311801455,V_katusha,указал дату,2022-11-28 22:31:20,20221203
5311801455,V_katusha,ввел описание,2022-11-28 22:31:50,Могу взять посылки до 20 кг смогу что купить в Москве и привезти
5311801455,V_katusha,ввел контакт ,2022-11-28 22:31:57,Телеграмм
5311801455,V_katusha,создал заявку Анталия Москва 2022-12-03,2022-11-28 22:32:10,Могу взять посылки до 20 кг смогу что купить в Москве и привезти Телеграмм
5311801455,V_katusha,переход в,2022-11-28 22:34:0,На главную
465809691,АА None,пользователь зарегистрировался,2022-11-29 16:39:55,
5460872358,Eugenia Titarenko,пользователь зарегистрировался,2022-11-29 17:1:19,
5460872358,Eugenia Titarenko,переход в,2022-11-29 17:1:30,Хочу отправить
5460872358,Eugenia Titarenko,выбор города отправки Москва,2022-11-29 17:1:37,
5460872358,Eugenia Titarenko,выбор города доставки Денпасар(о.Бали),2022-11-29 17:1:50,
5460872358,Eugenia Titarenko,указал дату,2022-11-29 17:2:0,20221130
5460872358,Eugenia Titarenko,ввел описание,2022-11-29 17:2:12,Пакет с парой обуви и платьем
